SK_ID_CURR,DEFAULTED,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
100014,0,Cash loans,F,N,Y,1,112500,652500,21177,652500,Unaccompanied,Working,Higher education,Married,House / apartment,0.0228,-10197,-679,-4427,-738,8,1,1,0,1,0,0,Core staff,3,2,2,SATURDAY,15,0,0,0,0,0,0,Medicine,0.319760172,0.651862333,0.363945239,0.0959,0.0529,0.9851,0.796,0.0605,0.08,0.0345,0.2917,0.3333,0.013,0.0773,0.0549,0.0039,0.0098,0.0924,0.0538,0.9851,0.804,0.0497,0.0806,0.0345,0.2917,0.3333,0.0128,0.079,0.0554,0,0,0.0968,0.0529,0.9851,0.7987,0.0608,0.08,0.0345,0.2917,0.3333,0.0132,0.0787,0.0558,0.0039,0.01,reg oper account,block of flats,0.0714,Block,No,0,0,0,0,-844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100015,0,Cash loans,F,N,Y,0,38419.155,148365,10678.5,135000,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-20417,365243,-5246,-2512,8,1,0,0,1,1,0,Core staff,2,2,2,FRIDAY,7,0,0,0,0,0,0,XNA,0.72204445,0.555183162,0.652896552,0.0959,0.0529,0.9851,0.796,0.0605,0.08,0.0345,0.2917,0.3333,0.013,0.0773,0.0549,0.0039,0.0098,0.0924,0.0538,0.9851,0.804,0.0497,0.0806,0.0345,0.2917,0.3333,0.0128,0.079,0.0554,0,0,0.0968,0.0529,0.9851,0.7987,0.0608,0.08,0.0345,0.2917,0.3333,0.0132,0.0787,0.0558,0.0039,0.01,reg oper account,block of flats,0.0714,Block,No,0,0,0,0,-2396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100016,0,Cash loans,F,N,Y,0,67500,80865,5881.5,67500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13439,-2717,-311,-3227,8,1,1,1,1,1,0,Laborers,2,2,2,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 2,0.464831117,0.715041819,0.176652579,0.0825,0.0529,0.9811,0.796,0.0605,0,0.2069,0.1667,0.3333,0.0135,0.0773,0.0778,0.0039,0,0.084,0.0538,0.9811,0.804,0.0497,0,0.2069,0.1667,0.3333,0.0138,0.079,0.081,0,0,0.0833,0.0529,0.9811,0.7987,0.0608,0,0.2069,0.1667,0.3333,0.0137,0.0787,0.0792,0.0039,0,reg oper account,block of flats,0.0612,Block,No,0,0,0,0,-2370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
100017,0,Cash loans,M,Y,N,1,225000,918468,28966.5,697500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-14086,-3028,-643,-4911,23,1,1,0,1,0,0,Drivers,3,2,2,THURSDAY,13,0,0,0,0,0,0,Self-employed,0.464831117,0.566906613,0.77008707,0.1474,0.0973,0.9806,0.7348,0.0582,0.16,0.1379,0.3333,0.375,0.0931,0.1202,0.1397,0,0,0.1502,0.101,0.9806,0.7452,0.0587,0.1611,0.1379,0.3333,0.375,0.0952,0.1313,0.1456,0,0,0.1489,0.0973,0.9806,0.7383,0.0585,0.16,0.1379,0.3333,0.375,0.0947,0.1223,0.1422,0,0,reg oper account,block of flats,0.1417,Panel,No,0,0,0,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100018,0,Cash loans,F,N,Y,0,189000,773680.5,32778,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-14583,-203,-615,-2056,23,1,1,0,1,0,0,Laborers,2,2,1,MONDAY,9,0,0,0,0,0,0,Transport: type 2,0.721939769,0.642656205,0.77008707,0.3495,0.1335,0.9985,0.9796,0.1143,0.4,0.1724,0.6667,0.7083,0.1758,0.2849,0.3774,0.0193,0.1001,0.3561,0.1386,0.9985,0.9804,0.1153,0.4028,0.1724,0.6667,0.7083,0.1798,0.3113,0.3932,0.0195,0.106,0.3529,0.1335,0.9985,0.9799,0.115,0.4,0.1724,0.6667,0.7083,0.1789,0.2899,0.3842,0.0194,0.1022,reg oper account,block of flats,0.3811,Panel,No,0,0,0,0,-188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100019,0,Cash loans,M,Y,Y,0,157500,299772,20160,247500,Family,Working,Secondary / secondary special,Single / not married,Rented apartment,0.020713,-8728,-1157,-3494,-1368,17,1,1,0,1,0,0,Laborers,1,3,3,SATURDAY,6,0,0,0,1,1,0,Business Entity Type 2,0.115634337,0.346633981,0.678567689,0.3495,0.1335,0.9985,0.9796,0.1143,0.4,0.1724,0.6667,0.7083,0.1758,0.2849,0.3774,0.0193,0.1001,0.3561,0.1386,0.9985,0.9804,0.1153,0.4028,0.1724,0.6667,0.7083,0.1798,0.3113,0.3932,0.0195,0.106,0.3529,0.1335,0.9985,0.9799,0.115,0.4,0.1724,0.6667,0.7083,0.1789,0.2899,0.3842,0.0194,0.1022,reg oper account,block of flats,0.3811,Panel,No,0,0,0,0,-925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100020,0,Cash loans,M,N,N,0,108000,509602.5,26149.5,387000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-12931,-1317,-6392,-3866,17,1,1,0,1,0,0,Drivers,2,2,2,THURSDAY,12,0,0,0,1,1,0,Government,0.115634337,0.23637784,0.062103038,0.3495,0.1335,0.9985,0.9796,0.1143,0.4,0.1724,0.6667,0.7083,0.1758,0.2849,0.3774,0.0193,0.1001,0.3561,0.1386,0.9985,0.9804,0.1153,0.4028,0.1724,0.6667,0.7083,0.1798,0.3113,0.3932,0.0195,0.106,0.3529,0.1335,0.9985,0.9799,0.115,0.4,0.1724,0.6667,0.7083,0.1789,0.2899,0.3842,0.0194,0.1022,reg oper account,block of flats,0.3811,Panel,No,0,0,0,0,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100021,0,Revolving loans,F,N,Y,1,81000,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-9776,-191,-4143,-2427,17,1,1,0,1,0,0,Laborers,3,2,2,MONDAY,10,0,0,0,1,1,0,Construction,0.115634337,0.683513346,0.062103038,0.3495,0.1335,0.9985,0.9796,0.1143,0.4,0.1724,0.6667,0.7083,0.1758,0.2849,0.3774,0.0193,0.1001,0.3561,0.1386,0.9985,0.9804,0.1153,0.4028,0.1724,0.6667,0.7083,0.1798,0.3113,0.3932,0.0195,0.106,0.3529,0.1335,0.9985,0.9799,0.115,0.4,0.1724,0.6667,0.7083,0.1789,0.2899,0.3842,0.0194,0.1022,reg oper account,block of flats,0.3811,Panel,No,4,0,4,0,-2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100022,0,Revolving loans,F,N,Y,0,112500,157500,7875,157500,Other_A,Working,Secondary / secondary special,Widow,House / apartment,0.04622,-17718,-7804,-8751,-1259,17,1,1,0,1,1,0,Laborers,1,1,1,FRIDAY,13,0,0,0,0,0,0,Housing,0.115634337,0.706428403,0.556727426,0.0278,0.0617,0.9881,0.8368,0.0018,0,0.1034,0.0833,0.125,0.0279,0.0227,0.029,0,0,0.0284,0.064,0.9881,0.8432,0.0018,0,0.1034,0.0833,0.125,0.0286,0.0248,0.0302,0,0,0.0281,0.0617,0.9881,0.839,0.0018,0,0.1034,0.0833,0.125,0.0284,0.0231,0.0295,0,0,reg oper account,block of flats,0.0238,"Stone, brick",No,8,0,8,0,-239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100023,0,Cash loans,F,N,Y,1,90000,544491,17563.5,454500,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.015221,-11348,-2038,-1021,-3964,17,1,1,1,1,1,0,Core staff,2,2,2,MONDAY,12,0,0,0,0,0,0,Kindergarten,0.115634337,0.58661714,0.477649155,0.0278,0.0617,0.9881,0.8368,0.0018,0,0.1034,0.0833,0.125,0.0279,0.0227,0.029,0,0,0.0284,0.064,0.9881,0.8432,0.0018,0,0.1034,0.0833,0.125,0.0286,0.0248,0.0302,0,0,0.0281,0.0617,0.9881,0.839,0.0018,0,0.1034,0.0833,0.125,0.0284,0.0231,0.0295,0,0,reg oper account,block of flats,0.0238,"Stone, brick",No,0,0,0,0,-1850,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100024,0,Revolving loans,M,Y,Y,0,135000,427500,21375,427500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-18252,-4286,-298,-1800,7,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,13,0,0,0,0,0,0,Self-employed,0.565654882,0.113374513,0.477649155,0.0722,0.0801,0.9781,0.7008,0.0018,0,0.1379,0.1667,0.0417,0.0534,0.0588,0.0619,0,0,0.0735,0.0831,0.9782,0.7125,0.0018,0,0.1379,0.1667,0.0417,0.0546,0.0643,0.0645,0,0,0.0729,0.0801,0.9781,0.7048,0.0018,0,0.1379,0.1667,0.0417,0.0543,0.0599,0.063,0,0,reg oper account,block of flats,0.053,"Stone, brick",No,0,0,0,0,-296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100025,0,Cash loans,F,Y,Y,1,202500,1132573.5,37561.5,927000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-14815,-1652,-2299,-2299,14,1,1,0,1,0,0,Sales staff,3,2,2,MONDAY,9,0,0,0,0,0,0,Trade: type 7,0.43770902,0.233766958,0.542445144,0.0722,0.0801,0.9781,0.7008,0.0018,0,0.1379,0.1667,0.0417,0.0534,0.0588,0.0619,0,0,0.0735,0.0831,0.9782,0.7125,0.0018,0,0.1379,0.1667,0.0417,0.0546,0.0643,0.0645,0,0,0.0729,0.0801,0.9781,0.7048,0.0018,0,0.1379,0.1667,0.0417,0.0543,0.0599,0.063,0,0,reg oper account,block of flats,0.053,"Stone, brick",No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
100026,0,Cash loans,F,N,N,1,450000,497520,32521.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.020713,-11146,-4306,-114,-2518,14,1,1,0,1,0,0,Sales staff,3,3,2,THURSDAY,6,0,0,0,0,0,0,Self-employed,0.43770902,0.457142972,0.358951229,0.0907,0.0795,0.9786,0.7076,0.012,0,0.2069,0.1667,0.2083,0.0898,0.0723,0.0873,0.0077,0.0044,0.0924,0.0825,0.9786,0.719,0.0121,0,0.2069,0.1667,0.2083,0.0918,0.079,0.091,0.0078,0.0047,0.0916,0.0795,0.9786,0.7115,0.012,0,0.2069,0.1667,0.2083,0.0913,0.0735,0.0889,0.0078,0.0045,reg oper account,block of flats,0.0696,Panel,No,0,0,0,0,-468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
